0	0	0	0	0	0	0	0	0	0	11	0	99	0	11	0	0	100	0	0
0	11	11	11	11	11	11	11	11	0	11	0	0	0	11	0	11	0	1	0
0	11	0	0	0	0	12	0	11	0	11	1	1	1	11	0	11	1	0	1
0	11	0	0	12	0	0	12	11	0	11	0	0	0	11	0	11	0	0	0
0	11	0	0	0	12	0	12	11	0	11	1	0	1	11	0	11	0	11	0
0	0	1	1	12	0	0	12	11	0	11	0	0	0	11	0	11	0	0	0
0	11	0	1	0	0	12	0	11	0	11	1	1	1	11	0	11	1	11	0
0	11	0	11	0	0	0	0	0	0	1	0	0	0	11	0	11	0	0	0
0	11	11	11	0	11	11	1	11	11	11	1	0	1	11	0	11	11	11	1
0	0	0	0	0	0	0	0	0	11	11	0	1	0	0	0	0	1	0	0
11	11	11	11	11	11	11	11	1	11	11	11	11	11	11	11	11	11	0	11
0	0	0	0	0	0	11	11	0	11	0	0	1	0	0	0	0	11	0	0
0	11	11	11	0	1	0	0	0	11	0	0	1	0	0	0	0	11	0	0
0	11	11	11	11	0	0	11	0	11	0	11	11	11	11	0	1	0	11	1
0	11	11	11	0	0	11	11	11	11	1	0	0	1	0	11	0	11	0	0
0	11	11	0	0	11	11	0	0	11	0	0	0	1	0	11	0	11	0	0
1	11	0	0	11	11	0	1	0	11	11	11	11	11	0	11	0	11	0	1
0	1	0	11	11	0	1	0	1	1	0	0	0	0	0	11	0	11	1	0
0	0	11	11	0	0	0	1	0	11	11	0	0	0	11	0	0	11	0	1
0	0	0	0	1	0	1	0	0	11	0	11	11	11	0	0	1	0	0	0
