11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11
11	30	30	30	30	30	14	14	14	14	14	14	14	14	30	30	30	30	30	11
11	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	11
11	30	0	30	30	14	14	14	14	14	14	14	14	14	14	30	30	0	30	11
11	30	0	30	0	11	11	11	11	11	11	11	11	11	0	0	30	0	30	11
11	30	0	30	0	11	0	0	0	0	0	0	0	11	0	0	30	0	30	11
11	0	0	0	0	11	0	11	0	0	0	11	0	11	0	0	0	0	0	11
11	0	0	11	11	11	0	11	0	11	0	11	0	11	11	11	0	0	0	11
11	0	0	11	13	13	0	11	1	0	1	11	0	13	13	11	0	0	0	11
11	0	0	11	13	11	1	11	0	0	0	11	1	11	13	11	0	0	0	11
11	0	0	11	11	11	0	0	11	1	11	0	0	11	11	11	0	0	0	11
11	1	1	0	1	0	0	0	11	99	11	0	0	0	1	0	1	0	1	11
11	1	0	1	0	1	0	0	11	11	11	0	0	1	0	1	0	1	0	11
11	0	1	1	1	0	1	11	0	11	0	11	1	0	1	0	1	0	1	11
11	1	0	0	0	1	0	11	0	11	0	11	0	1	0	1	0	1	0	11
11	1	1	0	1	0	1	11	0	11	0	11	1	0	1	0	1	0	1	11
11	0	0	1	0	1	11	11	11	11	11	11	11	1	0	1	0	1	0	11
11	1	0	0	0	0	1	0	0	0	0	0	1	0	1	0	1	0	1	11
11	100	0	1	0	1	1	0	0	0	0	0	1	1	0	1	0	1	0	11
11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11
