11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11
11	0	0	0	22	11	22	11	22	0	22	0	22	0	22	0	22	0	22	11
11	0	0	22	0	22	0	11	0	22	0	22	0	30	0	22	0	22	0	11
11	0	11	0	22	0	22	11	22	0	22	0	22	0	30	0	22	0	22	11
11	100	11	22	0	22	0	11	0	22	0	22	0	22	0	30	0	22	0	11
11	11	11	0	0	11	22	11	22	0	22	0	22	0	22	0	22	0	22	11
11	22	0	22	0	22	0	22	0	22	0	22	0	22	0	22	0	22	0	11
11	0	30	0	22	0	22	11	22	0	22	0	22	0	22	0	22	0	22	11
11	22	0	22	0	30	0	22	0	22	0	22	0	22	0	22	0	22	0	11
11	0	30	0	22	0	22	11	22	0	22	0	22	0	22	0	22	0	22	11
11	22	0	22	0	22	0	11	0	99	0	22	0	22	0	22	0	22	0	11
11	0	22	0	22	0	22	11	22	0	22	0	22	0	22	0	22	0	22	11
11	22	0	30	0	22	0	22	0	22	0	22	0	22	0	22	0	30	0	11
11	0	22	0	22	0	22	11	22	0	22	0	22	0	22	0	22	0	22	11
11	22	0	22	0	22	0	22	0	22	0	22	0	22	0	22	0	22	0	11
11	0	22	0	30	0	22	11	22	0	22	0	22	0	22	0	22	0	22	11
11	22	0	22	0	22	0	22	0	22	0	22	0	22	0	30	0	22	0	11
11	0	22	0	22	0	22	11	0	0	22	0	22	0	22	0	22	0	22	11
11	22	0	22	0	0	0	22	0	22	0	22	0	22	0	22	0	22	0	11
11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11
