2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
2	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	2
2	0	2	2	2	2	2	2	2	2	0	2	2	2	2	2	2	2	0	2
2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
2	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	2
2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
2	0	2	0	0	2	2	0	2	2	2	2	2	0	2	2	0	2	0	2
2	0	2	0	0	2	2	0	2	2	2	2	2	0	2	2	0	2	0	2
2	0	2	0	0	2	2	0	0	0	0	0	0	0	2	2	0	2	0	2
2	0	2	0	0	2	2	0	0	0	0	0	0	0	2	2	0	2	0	2
2	0	2	0	0	2	2	0	0	0	99	0	0	0	2	2	0	2	0	2
2	0	2	0	0	2	2	0	0	0	0	0	0	0	2	2	0	2	0	2
2	0	2	0	0	2	2	0	0	0	0	0	0	0	2	2	0	2	0	2
2	0	2	0	0	2	2	0	0	0	0	0	0	0	2	2	0	2	0	2
2	0	2	0	0	2	2	0	0	0	0	0	0	0	2	2	0	2	0	2
2	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	2
2	0	2	2	2	2	2	2	2	2	0	2	2	2	2	2	2	2	0	2
2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
