11	11	11	11	0	11	11	11	0	11	11	11	0	11	11	11	0	11	11	11
99	22	0	0	1	22	0	0	1	22	0	0	1	22	0	0	1	22	0	0
11	11	0	0	0	11	0	0	0	11	0	0	0	11	0	0	0	11	0	11
0	0	11	11	11	0	11	11	11	0	11	11	11	0	11	11	11	0	0	0
0	22	0	0	0	22	0	0	0	22	0	0	0	22	0	0	0	0	0	0
0	0	0	11	11	0	0	11	11	0	0	11	11	0	0	11	11	11	11	11
0	11	11	0	0	11	11	0	0	11	11	0	0	11	11	0	0	11	0	0
0	0	0	0	22	0	0	0	22	0	0	0	22	0	0	0	22	0	0	0
11	11	11	11	0	11	11	11	0	11	11	11	0	11	11	11	0	11	0	11
0	0	0	0	11	0	0	0	11	0	0	0	11	0	0	0	11	0	0	0
0	11	0	0	22	1	0	0	22	1	0	0	22	1	0	0	22	0	0	0
0	11	11	11	11	0	11	11	11	0	11	11	11	0	11	11	11	11	11	11
0	0	22	0	0	11	0	0	0	11	0	0	0	11	0	0	0	0	0	0
0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	22	0	0	0	22	0	0	0	22	0	0	22	0	0	22
0	0	22	0	0	0	22	0	0	0	22	0	0	22	0	0	0	22	0	22
0	22	0	0	22	0	0	0	22	0	0	0	22	0	0	22	0	0	22	0
0	22	22	22	0	22	0	22	0	22	0	0	22	0	22	0	0	22	0	0
0	0	0	0	22	0	0	22	0	0	0	0	0	0	0	22	0	22	100	22
0	0	0	0	0	0	0	0	22	0	22	0	0	0	22	0	0	0	22	0
