14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	0	0	100
0	14	0	0	14	0	0	14	0	0	14	0	0	0	14	0	0	0	14	0
0	0	14	0	0	14	0	0	14	0	0	0	14	0	1	0	0	14	0	0
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	14	0	1	1
14	0	14	0	14	0	14	0	14	0	14	0	14	0	14	14	1	0	0	0
0	0	14	0	0	0	0	0	0	0	14	0	0	0	14	14	1	0	0	14
1	1	1	1	1	1	1	1	1	1	1	1	1	14	0	0	1	0	0	14
0	0	14	0	0	14	0	0	14	0	0	0	14	1	0	14	1	0	0	14
0	0	0	0	0	0	0	0	0	0	0	14	0	1	0	0	1	0	0	14
1	1	1	1	1	1	1	1	1	1	14	0	0	1	0	14	1	0	0	14
0	0	0	0	0	0	0	0	0	14	1	0	0	1	0	0	1	0	0	14
0	0	0	0	0	0	0	0	14	0	1	0	0	1	0	14	1	0	0	14
1	1	1	1	1	1	1	14	0	0	1	0	0	1	0	0	1	0	0	14
0	0	0	0	0	0	14	1	0	0	1	0	0	1	0	14	1	0	0	14
0	0	0	0	0	14	0	1	0	0	1	0	0	1	0	0	1	0	0	14
1	1	1	1	14	0	0	1	0	0	1	0	0	1	0	14	1	0	0	14
0	0	0	14	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	14
0	0	14	0	1	0	0	1	0	0	1	0	0	1	0	14	1	0	0	14
1	14	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	14
99	1	0	0	1	0	0	1	0	0	1	0	0	1	0	14	1	0	0	14
